State,Seat,District,Party,NumCand,Votes,Percentage,Candidate,NumHandle,H,Filing,Election
Massachusetts,Senate,Governor/Senate Race,Republican primary,3,143735,.550000011920929,Geoff Diehl,1,diehlforsenate,6/5/2018,9/4/2018
Delaware,House,Delaware at-large congressional district,Republican primary,2,17359,.4699999988079071,Lee Murphy,1,gomurph2018,7/10/2018,9/6/2018
Delaware,Senate,Governor/Senate Race,Democrat primary,2,29406,.3499999940395355,Kerri Harris,1,kerriharrisde,7/10/2018,9/6/2018
Delaware,Senate,Governor/Senate Race,Democrat primary,2,53633,.6499999761581421,Tom Carper,1,tomcarperforde,7/10/2018,9/6/2018
Delaware,Senate,Governor/Senate Race,Republican primary,3,25284,.6700000166893005,Robert Arlett,1,robarlett,7/10/2018,9/6/2018
New Hampshire,Governor,Governor/Senate Race,Democrat primary,2,41594,.3400000035762787,Steve Marchand,1,marchandsteve,6/15/2018,9/11/2018
New Hampshire,Governor,Governor/Senate Race,Democrat primary,2,79668,.6600000262260437,Molly Kelly,1,nhmollykelly,6/15/2018,9/11/2018
New Hampshire,House,New Hampshire 1st congressional district,Democrat primary,11,19313,.300000011920929,Maura Sullivan,1,maurasullivan,6/15/2018,9/11/2018
New Hampshire,House,New Hampshire 1st congressional district,Democrat primary,11,26875,.4199999868869782,Chris Pappas,1,chrispappasnh,6/15/2018,9/11/2018
New Hampshire,House,New Hampshire 1st congressional district,Republican primary,6,20364,.4199999868869782,Andy Sanborn,1,senatorsanborn,6/15/2018,9/11/2018
New Hampshire,House,New Hampshire 1st congressional district,Republican primary,6,23510,.4799999892711639,Eddie Edwards,1,eddieedwardsnh,6/15/2018,9/11/2018
New Hampshire,House,New Hampshire 2nd congressional district,Republican primary,7,10858,.25,Stewart Levenson,1,dr_levenson_nh,6/15/2018,9/11/2018
New Hampshire,House,New Hampshire 2nd congressional district,Republican primary,7,11166,.2599999904632568,Steven Negron,1,negron4congress,6/15/2018,9/11/2018
Rhode Island,Governor,Governor/Senate Race,Democrat primary,3,39225,.3400000035762787,Matthew Brown,1,mattbrownforgov,6/27/2018,9/12/2018
Rhode Island,Governor,Governor/Senate Race,Democrat primary,3,66784,.5699999928474426,Gina Raimondo,1,ginaraimondo,6/27/2018,9/12/2018
Rhode Island,Governor,Governor/Senate Race,Republican primary,3,13192,.4000000059604645,Patricia Morgan,1,repmorgan,6/27/2018,9/12/2018
Rhode Island,Governor,Governor/Senate Race,Republican primary,3,13192,.4000000059604645,Patricia Morgan,2,patriciaforri,6/27/2018,9/12/2018
Rhode Island,Governor,Governor/Senate Race,Republican primary,3,18544,.5600000023841858,Allan Fung,1,mayorfung,6/27/2018,9/12/2018
Rhode Island,House,Rhode Island 1st congressional district,Democrat primary,2,47237,.7799999713897705,David Cicilline,1,davidcicilline,6/27/2018,9/12/2018
Rhode Island,Senate,Governor/Senate Race,Democrat primary,2,26673,.2300000041723251,Patricia Fontes,1,pattyjoyfontes,6/27/2018,9/12/2018
Rhode Island,Senate,Governor/Senate Race,Democrat primary,2,88361,.7699999809265137,Sheldon Whitehouse,1,sheldonforri,6/27/2018,9/12/2018
Rhode Island,Senate,Governor/Senate Race,Republican primary,2,3688,.119999997317791,Rocky De La Fuente,1,joinrocky,6/27/2018,9/12/2018
Rhode Island,Senate,Governor/Senate Race,Republican primary,2,26378,.8799999952316284,Robert Flanders,1,flanders4senate,6/27/2018,9/12/2018
Wisconsin,Governor,Governor/Senate Race,Republican primary,2,417619,.92,Scott Walker,2,scottwalker,6/1/2018,8/14/2018
